Date,Open,High,Low,Close,Dividends
2012-06-01,7.699999809265137,7.699999809265137,7.400000095367432,7.400000095367432,0.0
2012-07-01,7.400000095367432,7.400000095367432,7.400000095367432,7.400000095367432,0.0
2012-08-01,7.400000095367432,7.800000190734863,7.400000095367432,7.550000190734863,0.0
2012-09-01,7.550000190734863,7.550000190734863,7.550000190734863,7.550000190734863,0.0
2012-10-01,7.550000190734863,7.949999809265137,7.550000190734863,7.949999809265137,0.0
2012-11-01,7.900000095367432,8.199999809265137,7.900000095367432,8.199999809265137,0.0
2012-12-01,8.199999809265137,8.369999885559082,8.199999809265137,8.369999885559082,0.0
2013-01-01,8.369999885559082,9.149999618530273,8.369999885559082,8.84000015258789,0.0
2013-02-01,8.84000015258789,10.039999961853027,8.84000015258789,9.5600004196167,0.0
2013-03-01,9.270000457763672,9.869999885559082,8.859999656677246,9.760000228881836,0.0
2013-04-01,9.760000228881836,10.350000381469727,9.5600004196167,10.050000190734863,0.0
2013-05-01,10.0,10.289999961853027,9.569999694824219,9.609999656677246,0.0
2013-06-01,9.609999656677246,9.609999656677246,8.800000190734863,9.180000305175781,0.0
2013-07-01,9.239999771118164,10.0,9.239999771118164,9.600000381469727,0.0
2013-08-01,9.600000381469727,9.949999809265137,9.350000381469727,9.399999618530273,0.0
2013-09-01,9.399999618530273,10.34000015258789,9.399999618530273,9.850000381469727,0.0
2013-10-01,9.770000457763672,10.449999809265137,9.600000381469727,10.300000190734863,0.0
2013-11-01,10.300000190734863,10.5600004196167,10.149999618530273,10.149999618530273,0.0
2013-12-01,10.020000457763672,10.399999618530273,9.25,9.300000190734863,0.0
2014-01-01,9.539999961853027,9.600000381469727,9.020000457763672,9.319999694824219,0.0
2014-02-01,9.319999694824219,9.84000015258789,9.25,9.59000015258789,0.176
2014-03-01,9.59000015258789,9.59000015258789,9.149999618530273,9.149999618530273,0.0
2014-04-01,9.149999618530273,9.489999771118164,9.149999618530273,9.489999771118164,0.0
2014-05-01,9.489999771118164,9.800000190734863,9.489999771118164,9.699999809265137,0.0
2014-06-01,9.699999809265137,9.850000381469727,9.699999809265137,9.850000381469727,0.0
2014-07-01,9.850000381469727,9.850000381469727,9.510000228881836,9.510000228881836,0.0
2014-08-01,9.510000228881836,9.510000228881836,9.510000228881836,9.510000228881836,0.0
2014-09-01,9.510000228881836,10.279999732971191,9.510000228881836,10.279999732971191,0.219
2014-10-01,10.279999732971191,10.279999732971191,9.84000015258789,9.84000015258789,0.0
2014-11-01,9.84000015258789,10.430000305175781,9.84000015258789,10.430000305175781,0.0
2014-12-01,10.430000305175781,11.199999809265137,10.430000305175781,11.199999809265137,0.0
2015-01-01,11.199999809265137,11.199999809265137,9.829999923706055,9.829999923706055,0.0
2015-02-01,9.829999923706055,10.239999771118164,9.829999923706055,10.239999771118164,0.0
2015-03-01,10.239999771118164,10.800000190734863,10.239999771118164,10.609999656677246,0.0
2015-04-01,10.609999656677246,10.609999656677246,10.609999656677246,10.609999656677246,0.0
2015-05-01,10.609999656677246,10.609999656677246,10.449999809265137,10.609999656677246,0.0
2015-06-01,10.609999656677246,10.609999656677246,10.609999656677246,10.609999656677246,0.0
2015-07-01,10.609999656677246,10.609999656677246,10.399999618530273,10.399999618530273,0.0
2015-08-01,10.300000190734863,10.300000190734863,9.399999618530273,9.399999618530273,0.0
